"","Shield","Ageg","Week","Date","Freq","LowCount"
"209","1",9,26,2020-06-28,9,0
"210","1",9,27,2020-07-05,3,1
"211","1",9,28,2020-07-12,3,1
"212","1",9,29,2020-07-19,3,1
"213","1",9,31,2020-08-02,3,1
"214","1",9,35,2020-08-30,3,1
"215","1",9,37,2020-09-13,3,1
"216","1",9,38,2020-09-20,3,1
"217","1",9,40,2020-10-04,3,1
"218","1",9,41,2020-10-11,9,0
"219","1",9,42,2020-10-18,9,0
"220","1",9,43,2020-10-25,9,0
"221","1",9,44,2020-11-01,15,0
"222","1",9,45,2020-11-08,27,0
"223","1",9,46,2020-11-15,15,0
"224","1",9,47,2020-11-22,39,0
"225","1",9,48,2020-11-29,27,0
