"","cm","cm_0","cm_1"
"1",0,1.32942684846424,1.32942684846424
"2",0,1.20280391256559,1.20280391256559
"3",0,0.813621225345631,0.813621225345631
"4",0,0.173435833715052,0.173435833715052
"5",0,0.334143332769745,0.334143332769745
"6",0,0.168859202114477,0.168859202114477
"7",0,0.0577757632246049,0.0577757632246049
"8",0,0.0565728537740615,0.0565728537740615
"9",0,0.0251641431447616,0.0251641431447616
"10",0,2.25332148519834,2.25332148519834
"11",0,4.1948879729878,4.1948879729878
"12",0,2.58845999378707,2.58845999378707
"13",0,0.218967896706133,0.218967896706133
"14",0,0.513351399839408,0.513351399839408
"15",0,0.572641429609656,0.572641429609656
"16",0,0.169664892977686,0.169664892977686
"17",0,0.0949427115970922,0.0949427115970922
"18",0,0.0550708624552924,0.0550708624552924
"19",0,1.20995598682385,1.20995598682385
"20",0,2.05475683891493,2.05475683891493
"21",0,2.79765729971929,2.79765729971929
"22",0,0.309156998635812,0.309156998635812
"23",0,0.256515856687704,0.256515856687704
"24",0,0.545326387948429,0.545326387948429
"25",0,0.311459539717727,0.311459539717727
"26",0,0.101264279975641,0.101264279975641
"27",0,0.0481005086558701,0.0481005086558701
"28",0,0.558158232823725,0.558158232823725
"29",0,0.376158278186104,0.376158278186104
"30",0,0.669037224313531,0.669037224313531
"31",0,1.16501204280588,1.16501204280588
"32",0,0.668536902367054,0.668536902367054
"33",0,0.536076777927186,0.536076777927186
"34",0,0.629881451223113,0.629881451223113
"35",0,0.400258314299917,0.400258314299917
"36",0,0.198312639566046,0.198312639566046
"37",0,0.958690221620162,0.958690221620162
"38",0,0.786197978496209,0.786197978496209
"39",0,0.494894253658387,0.494894253658387
"40",0,0.596008398943932,0.596008398943932
"41",0,0.781346431448269,0.781346431448269
"42",0,0.569805996729948,0.569805996729948
"43",0,0.371513838532299,0.371513838532299
"44",0,0.367955414973189,0.367955414973189
"45",0,0.215367798901583,0.215367798901583
"46",0,0.455847399894866,0.455847399894866
"47",0,0.8251809414659,0.8251809414659
"48",0,0.989928800251798,0.989928800251798
"49",0,0.449679657122981,0.449679657122981
"50",0,0.536137601252419,0.536137601252419
"51",0,0.808700665139199,0.808700665139199
"52",0,0.547452624616571,0.547452624616571
"53",0,0.331672167996983,0.331672167996983
"54",0,0.285048189481365,0.285048189481365
"55",0,0.167500125937236,0.167500125937236
"56",0,0.262562747697108,0.262562747697108
"57",0,0.607188840434918,0.607188840434918
"58",0,0.567426694721867,0.567426694721867
"59",0,0.375404041970103,0.375404041970103
"60",0,0.587924068453238,0.587924068453238
"61",0,0.725304855856624,0.725304855856624
"62",0,0.520824663288896,0.520824663288896
"63",0,0.304041424274549,0.304041424274549
"64",0,0.128257665762711,0.128257665762711
"65",0,0.114896963249876,0.114896963249876
"66",0,0.154377577167872,0.154377577167872
"67",0,0.281966234174276,0.281966234174276
"68",0,0.290753496128994,0.290753496128994
"69",0,0.278541253164239,0.278541253164239
"70",0,0.407283991117702,0.407283991117702
"71",0,0.763724938701427,0.763724938701427
"72",0,0.329313645032376,0.329313645032376
"73",0,0.0722444337851008,0.0722444337851008
"74",0,0.0843948211325522,0.0843948211325522
"75",0,0.0928591300382968,0.0928591300382968
"76",0,0.176910714751096,0.176910714751096
"77",0,0.215505082185406,0.215505082185406
"78",0,0.303141770233631,0.303141770233631
"79",0,0.301082529707723,0.301082529707723
"80",0,0.417019848250415,0.417019848250415
"81",0,1.01404055091666,1.01404055091666
"82",0,1.32942684846424,1.32942684846424
"83",0,1.20280391256559,1.20280391256559
"84",0,0.813621225345631,0.813621225345631
"85",0,0.173435833715052,0.173435833715052
"86",0,0.334143332769745,0.334143332769745
"87",0,0.168859202114477,0.168859202114477
"88",0,0.0577757632246049,0.0577757632246049
"89",0,0.0565728537740615,0.0565728537740615
"90",0,0.0251641431447616,0.0251641431447616
"91",0,2.25332148519834,2.25332148519834
"92",0,4.1948879729878,4.1948879729878
"93",0,2.58845999378707,2.58845999378707
"94",0,0.218967896706133,0.218967896706133
"95",0,0.513351399839408,0.513351399839408
"96",0,0.572641429609656,0.572641429609656
"97",0,0.169664892977686,0.169664892977686
"98",0,0.0949427115970922,0.0949427115970922
"99",0,0.0550708624552924,0.0550708624552924
"100",0,1.20995598682385,1.20995598682385
"101",0,2.05475683891493,2.05475683891493
"102",0,2.79765729971929,2.79765729971929
"103",0,0.309156998635812,0.309156998635812
"104",0,0.256515856687704,0.256515856687704
"105",0,0.545326387948429,0.545326387948429
"106",0,0.311459539717727,0.311459539717727
"107",0,0.101264279975641,0.101264279975641
"108",0,0.0481005086558701,0.0481005086558701
"109",0,0.558158232823725,0.558158232823725
"110",0,0.376158278186104,0.376158278186104
"111",0,0.669037224313531,0.669037224313531
"112",0,1.16501204280588,1.16501204280588
"113",0,0.668536902367054,0.668536902367054
"114",0,0.536076777927186,0.536076777927186
"115",0,0.629881451223113,0.629881451223113
"116",0,0.400258314299917,0.400258314299917
"117",0,0.198312639566046,0.198312639566046
"118",0,0.958690221620162,0.958690221620162
"119",0,0.786197978496209,0.786197978496209
"120",0,0.494894253658387,0.494894253658387
"121",0,0.596008398943932,0.596008398943932
"122",0,0.781346431448269,0.781346431448269
"123",0,0.569805996729948,0.569805996729948
"124",0,0.371513838532299,0.371513838532299
"125",0,0.367955414973189,0.367955414973189
"126",0,0.215367798901583,0.215367798901583
"127",0,0.455847399894866,0.455847399894866
"128",0,0.8251809414659,0.8251809414659
"129",0,0.989928800251798,0.989928800251798
"130",0,0.449679657122981,0.449679657122981
"131",0,0.536137601252419,0.536137601252419
"132",0,0.808700665139199,0.808700665139199
"133",0,0.547452624616571,0.547452624616571
"134",0,0.331672167996983,0.331672167996983
"135",0,0.285048189481365,0.285048189481365
"136",0,0.167500125937236,0.167500125937236
"137",0,0.262562747697108,0.262562747697108
"138",0,0.607188840434918,0.607188840434918
"139",0,0.567426694721867,0.567426694721867
"140",0,0.375404041970103,0.375404041970103
"141",0,0.587924068453238,0.587924068453238
"142",0,0.725304855856624,0.725304855856624
"143",0,0.520824663288896,0.520824663288896
"144",0,0.304041424274549,0.304041424274549
"145",0,0.128257665762711,0.128257665762711
"146",0,0.114896963249876,0.114896963249876
"147",0,0.154377577167872,0.154377577167872
"148",0,0.281966234174276,0.281966234174276
"149",0,0.290753496128994,0.290753496128994
"150",0,0.278541253164239,0.278541253164239
"151",0,0.407283991117702,0.407283991117702
"152",0,0.763724938701427,0.763724938701427
"153",0,0.329313645032376,0.329313645032376
"154",0,0.0722444337851008,0.0722444337851008
"155",0,0.0843948211325522,0.0843948211325522
"156",0,0.0928591300382968,0.0928591300382968
"157",0,0.176910714751096,0.176910714751096
"158",0,0.215505082185406,0.215505082185406
"159",0,0.303141770233631,0.303141770233631
"160",0,0.301082529707723,0.301082529707723
"161",0,0.417019848250415,0.417019848250415
"162",0,1.01404055091666,1.01404055091666
"163",0,1.32942684846424,1.32942684846424
"164",0,1.20280391256559,1.20280391256559
"165",0,0.813621225345631,0.813621225345631
"166",0,0.173435833715052,0.173435833715052
"167",0,0.334143332769745,0.334143332769745
"168",0,0.168859202114477,0.168859202114477
"169",0,0.0577757632246049,0.0577757632246049
"170",0,0.0565728537740615,0.0565728537740615
"171",0,0.0251641431447616,0.0251641431447616
"172",0,2.25332148519834,2.25332148519834
"173",0,4.1948879729878,4.1948879729878
"174",0,2.58845999378707,2.58845999378707
"175",0,0.218967896706133,0.218967896706133
"176",0,0.513351399839408,0.513351399839408
"177",0,0.572641429609656,0.572641429609656
"178",0,0.169664892977686,0.169664892977686
"179",0,0.0949427115970922,0.0949427115970922
"180",0,0.0550708624552924,0.0550708624552924
"181",0,1.20995598682385,1.20995598682385
"182",0,2.05475683891493,2.05475683891493
"183",0,2.79765729971929,2.79765729971929
"184",0,0.309156998635812,0.309156998635812
"185",0,0.256515856687704,0.256515856687704
"186",0,0.545326387948429,0.545326387948429
"187",0,0.311459539717727,0.311459539717727
"188",0,0.101264279975641,0.101264279975641
"189",0,0.0481005086558701,0.0481005086558701
"190",0,0.558158232823725,0.558158232823725
"191",0,0.376158278186104,0.376158278186104
"192",0,0.669037224313531,0.669037224313531
"193",0,1.16501204280588,1.16501204280588
"194",0,0.668536902367054,0.668536902367054
"195",0,0.536076777927186,0.536076777927186
"196",0,0.629881451223113,0.629881451223113
"197",0,0.400258314299917,0.400258314299917
"198",0,0.198312639566046,0.198312639566046
"199",0,0.958690221620162,0.958690221620162
"200",0,0.786197978496209,0.786197978496209
"201",0,0.494894253658387,0.494894253658387
"202",0,0.596008398943932,0.596008398943932
"203",0,0.781346431448269,0.781346431448269
"204",0,0.569805996729948,0.569805996729948
"205",0,0.371513838532299,0.371513838532299
"206",0,0.367955414973189,0.367955414973189
"207",0,0.215367798901583,0.215367798901583
"208",0,0.455847399894866,0.455847399894866
"209",0,0.8251809414659,0.8251809414659
"210",0,0.989928800251798,0.989928800251798
