"","cm","cm_0","cm_1"
"1",0,1.32942684846424,1.32942684846424
"2",0,1.20280391256559,1.20280391256559
"3",0,0.813621225345631,0.813621225345631
"4",0,0.173306285039157,0.173306285039157
"5",0,0.333642711807541,0.333642711807541
"6",0,0.168338722754886,0.168338722754886
"7",0,0.0575156523851768,0.0575156523851768
"8",0,0.0560986168354004,0.0560986168354004
"9",0,0.0248954666347936,0.0248954666347936
"10",0,2.25332148519834,2.25332148519834
"11",0,4.1948879729878,4.1948879729878
"12",0,2.58845999378707,2.58845999378707
"13",0,0.218804317887823,0.218804317887823
"14",0,0.512582261120679,0.512582261120679
"15",0,0.570876299352291,0.570876299352291
"16",0,0.168900962528895,0.168900962528895
"17",0,0.0941468521330894,0.0941468521330894
"18",0,0.0544827951222149,0.0544827951222149
"19",0,1.20995598682385,1.20995598682385
"20",0,2.05475683891493,2.05475683891493
"21",0,2.79765729971929,2.79765729971929
"22",0,0.308925918871571,0.308925918871571
"23",0,0.256131293191658,0.256131293191658
"24",0,0.543644624966134,0.543644624966134
"25",0,0.310056550887822,0.310056550887822
"26",0,0.100414949184058,0.100414949184058
"27",0,0.0475866706267755,0.0475866706267755
"28",0,0.557741314021808,0.557741314021808
"29",0,0.375877271118087,0.375877271118087
"30",0,0.66853715164901,0.66853715164901
"31",0,1.16327710452072,1.16327710452072
"32",0,0.667040466112903,0.667040466112903
"33",0,0.534029969011421,0.534029969011421
"34",0,0.626584886280597,0.626584886280597
"35",0,0.396614759716997,0.396614759716997
"36",0,0.196053965523186,0.196053965523186
"37",0,0.957253890638411,0.957253890638411
"38",0,0.785020042084547,0.785020042084547
"39",0,0.494152317986972,0.494152317986972
"40",0,0.594674308674868,0.594674308674868
"41",0,0.779011508713835,0.779011508713835
"42",0,0.567202231327931,0.567202231327931
"43",0,0.36928992831618,0.36928992831618
"44",0,0.364327768881095,0.364327768881095
"45",0,0.212751881362177,0.212751881362177
"46",0,0.454442328925695,0.454442328925695
"47",0,0.822637374458225,0.822637374458225
"48",0,0.986875902669426,0.986875902669426
"49",0,0.447962723337868,0.447962723337868
"50",0,0.533687685763862,0.533687685763862
"51",0,0.803723982967168,0.803723982967168
"52",0,0.543306969862603,0.543306969862603
"53",0,0.327873790778051,0.327873790778051
"54",0,0.281131212619532,0.281131212619532
"55",0,0.166746027749169,0.166746027749169
"56",0,0.261380536845094,0.261380536845094
"57",0,0.604453720613111,0.604453720613111
"58",0,0.564456994716198,0.564456994716198
"59",0,0.373156844699047,0.373156844699047
"60",0,0.583471938534119,0.583471938534119
"61",0,0.71878248241754,0.71878248241754
"62",0,0.51411806562077,0.51411806562077
"63",0,0.299430441958192,0.299430441958192
"64",0,0.127182511890961,0.127182511890961
"65",0,0.11393383681237,0.11393383681237
"66",0,0.153082770846727,0.153082770846727
"67",0,0.279399493327052,0.279399493327052
"68",0,0.287886978227437,0.287886978227437
"69",0,0.275351342003042,0.275351342003042
"70",0,0.40203944327343,0.40203944327343
"71",0,0.750910557196981,0.750910557196981
"72",0,0.323033457016397,0.323033457016397
"73",0,0.0714730829696833,0.0714730829696833
"74",0,0.0834936215657348,0.0834936215657348
"75",0,0.0918671539928106,0.0918671539928106
"76",0,0.174895797092865,0.174895797092865
"77",0,0.212887497164826,0.212887497164826
"78",0,0.298976161246531,0.298976161246531
"79",0,0.296516420916597,0.296516420916597
"80",0,0.409067055850482,0.409067055850482
"81",0,0.992379053377531,0.992379053377531
"82",0,1.32942684846424,1.32942684846424
"83",0,1.20280391256559,1.20280391256559
"84",0,0.813621225345631,0.813621225345631
"85",0,0.173306285039157,0.173306285039157
"86",0,0.333642711807541,0.333642711807541
"87",0,0.168338722754886,0.168338722754886
"88",0,0.0575156523851768,0.0575156523851768
"89",0,0.0560986168354004,0.0560986168354004
"90",0,0.0248954666347936,0.0248954666347936
"91",0,2.25332148519834,2.25332148519834
"92",0,4.1948879729878,4.1948879729878
"93",0,2.58845999378707,2.58845999378707
"94",0,0.218804317887823,0.218804317887823
"95",0,0.512582261120679,0.512582261120679
"96",0,0.570876299352291,0.570876299352291
"97",0,0.168900962528895,0.168900962528895
"98",0,0.0941468521330894,0.0941468521330894
"99",0,0.0544827951222149,0.0544827951222149
"100",0,1.20995598682385,1.20995598682385
"101",0,2.05475683891493,2.05475683891493
"102",0,2.79765729971929,2.79765729971929
"103",0,0.308925918871571,0.308925918871571
"104",0,0.256131293191658,0.256131293191658
"105",0,0.543644624966134,0.543644624966134
"106",0,0.310056550887822,0.310056550887822
"107",0,0.100414949184058,0.100414949184058
"108",0,0.0475866706267755,0.0475866706267755
"109",0,0.557741314021808,0.557741314021808
"110",0,0.375877271118087,0.375877271118087
"111",0,0.66853715164901,0.66853715164901
"112",0,1.16327710452072,1.16327710452072
"113",0,0.667040466112903,0.667040466112903
"114",0,0.534029969011421,0.534029969011421
"115",0,0.626584886280597,0.626584886280597
"116",0,0.396614759716997,0.396614759716997
"117",0,0.196053965523186,0.196053965523186
"118",0,0.957253890638411,0.957253890638411
"119",0,0.785020042084547,0.785020042084547
"120",0,0.494152317986972,0.494152317986972
"121",0,0.594674308674868,0.594674308674868
"122",0,0.779011508713835,0.779011508713835
"123",0,0.567202231327931,0.567202231327931
"124",0,0.36928992831618,0.36928992831618
"125",0,0.364327768881095,0.364327768881095
"126",0,0.212751881362177,0.212751881362177
"127",0,0.454442328925695,0.454442328925695
"128",0,0.822637374458225,0.822637374458225
"129",0,0.986875902669426,0.986875902669426
"130",0,0.447962723337868,0.447962723337868
"131",0,0.533687685763862,0.533687685763862
"132",0,0.803723982967168,0.803723982967168
"133",0,0.543306969862603,0.543306969862603
"134",0,0.327873790778051,0.327873790778051
"135",0,0.281131212619532,0.281131212619532
"136",0,0.166746027749169,0.166746027749169
"137",0,0.261380536845094,0.261380536845094
"138",0,0.604453720613111,0.604453720613111
"139",0,0.564456994716198,0.564456994716198
"140",0,0.373156844699047,0.373156844699047
"141",0,0.583471938534119,0.583471938534119
"142",0,0.71878248241754,0.71878248241754
"143",0,0.51411806562077,0.51411806562077
"144",0,0.299430441958192,0.299430441958192
"145",0,0.127182511890961,0.127182511890961
"146",0,0.11393383681237,0.11393383681237
"147",0,0.153082770846727,0.153082770846727
"148",0,0.279399493327052,0.279399493327052
"149",0,0.287886978227437,0.287886978227437
"150",0,0.275351342003042,0.275351342003042
"151",0,0.40203944327343,0.40203944327343
"152",0,0.750910557196981,0.750910557196981
"153",0,0.323033457016397,0.323033457016397
"154",0,0.0714730829696833,0.0714730829696833
"155",0,0.0834936215657348,0.0834936215657348
"156",0,0.0918671539928106,0.0918671539928106
"157",0,0.174895797092865,0.174895797092865
"158",0,0.212887497164826,0.212887497164826
"159",0,0.298976161246531,0.298976161246531
"160",0,0.296516420916597,0.296516420916597
"161",0,0.409067055850482,0.409067055850482
"162",0,0.992379053377531,0.992379053377531
"163",0,1.32942684846424,1.32942684846424
"164",0,1.20280391256559,1.20280391256559
"165",0,0.813621225345631,0.813621225345631
"166",0,0.173306285039157,0.173306285039157
"167",0,0.333642711807541,0.333642711807541
"168",0,0.168338722754886,0.168338722754886
"169",0,0.0575156523851768,0.0575156523851768
"170",0,0.0560986168354004,0.0560986168354004
"171",0,0.0248954666347936,0.0248954666347936
"172",0,2.25332148519834,2.25332148519834
"173",0,4.1948879729878,4.1948879729878
"174",0,2.58845999378707,2.58845999378707
"175",0,0.218804317887823,0.218804317887823
"176",0,0.512582261120679,0.512582261120679
"177",0,0.570876299352291,0.570876299352291
"178",0,0.168900962528895,0.168900962528895
"179",0,0.0941468521330894,0.0941468521330894
"180",0,0.0544827951222149,0.0544827951222149
"181",0,1.20995598682385,1.20995598682385
"182",0,2.05475683891493,2.05475683891493
"183",0,2.79765729971929,2.79765729971929
"184",0,0.308925918871571,0.308925918871571
"185",0,0.256131293191658,0.256131293191658
"186",0,0.543644624966134,0.543644624966134
"187",0,0.310056550887822,0.310056550887822
"188",0,0.100414949184058,0.100414949184058
"189",0,0.0475866706267755,0.0475866706267755
"190",0,0.557741314021808,0.557741314021808
"191",0,0.375877271118087,0.375877271118087
"192",0,0.66853715164901,0.66853715164901
"193",0,1.16327710452072,1.16327710452072
"194",0,0.667040466112903,0.667040466112903
"195",0,0.534029969011421,0.534029969011421
"196",0,0.626584886280597,0.626584886280597
"197",0,0.396614759716997,0.396614759716997
"198",0,0.196053965523186,0.196053965523186
"199",0,0.957253890638411,0.957253890638411
"200",0,0.785020042084547,0.785020042084547
"201",0,0.494152317986972,0.494152317986972
"202",0,0.594674308674868,0.594674308674868
"203",0,0.779011508713835,0.779011508713835
"204",0,0.567202231327931,0.567202231327931
"205",0,0.36928992831618,0.36928992831618
"206",0,0.364327768881095,0.364327768881095
"207",0,0.212751881362177,0.212751881362177
"208",0,0.454442328925695,0.454442328925695
"209",0,0.822637374458225,0.822637374458225
"210",0,0.986875902669426,0.986875902669426
