"","cm","cm_0","cm_1"
"1",1.33641255082138,1.33641255082138,1.33641255082138
"2",1.20393917515714,1.20393917515714,1.20393917515714
"3",0.813518789983002,0.813518789983002,0.813518789983002
"4",0.17376127770688,0.17376127770688,0.17376127770688
"5",0.334921552243859,0.334921552243859,0.334921552243859
"6",0.168849895247109,0.168849895247109,0.168849895247109
"7",0.0576831656701067,0.0576831656701067,0.0576831656701067
"8",0.0562317528575006,0.0562317528575006,0.0562317528575006
"9",0.0251405206807565,0.0251405206807565,0.0251405206807565
"10",2.25544827541092,2.25544827541092,2.25544827541092
"11",4.19059344795205,4.19059344795205,4.19059344795205
"12",2.58692625218842,2.58692625218842,2.58692625218842
"13",0.220130781482604,0.220130781482604,0.220130781482604
"14",0.512926423397378,0.512926423397378,0.512926423397378
"15",0.57168902839578,0.57168902839578,0.57168902839578
"16",0.169285595617502,0.169285595617502,0.169285595617502
"17",0.0946532160334892,0.0946532160334892,0.0946532160334892
"18",0.0548800499140767,0.0548800499140767,0.0548800499140767
"19",1.20980365269537,1.20980365269537,1.20980365269537
"20",2.05353933273499,2.05353933273499,2.05353933273499
"21",2.80311543901646,2.80311543901646,2.80311543901646
"22",0.309777399626548,0.309777399626548,0.309777399626548
"23",0.256649935993131,0.256649935993131,0.256649935993131
"24",0.545195567347809,0.545195567347809,0.545195567347809
"25",0.310464346790805,0.310464346790805,0.310464346790805
"26",0.101206313200438,0.101206313200438,0.101206313200438
"27",0.0478934554594947,0.0478934554594947,0.0478934554594947
"28",0.559205589874867,0.559205589874867,0.559205589874867
"29",0.378155962512557,0.378155962512557,0.378155962512557
"30",0.670379815161011,0.670379815161011,0.670379815161011
"31",1.17009662794477,1.17009662794477,1.17009662794477
"32",0.668880650971111,0.668880650971111,0.668880650971111
"33",0.536158976077263,0.536158976077263,0.536158976077263
"34",0.627870439160137,0.627870439160137,0.627870439160137
"35",0.398373157087019,0.398373157087019,0.398373157087019
"36",0.196858766097751,0.196858766097751,0.196858766097751
"37",0.960923010148138,0.960923010148138,0.960923010148138
"38",0.785547126818904,0.785547126818904,0.785547126818904
"39",0.49515293192743,0.49515293192743,0.49515293192743
"40",0.596314854809596,0.596314854809596,0.596314854809596
"41",0.780290739517983,0.780290739517983,0.780290739517983
"42",0.568076757632778,0.568076757632778,0.568076757632778
"43",0.36971707003336,0.36971707003336,0.36971707003336
"44",0.365316007649448,0.365316007649448,0.365316007649448
"45",0.21371885723825,0.21371885723825,0.21371885723825
"46",0.455822275345906,0.455822275345906,0.455822275345906
"47",0.823808523597259,0.823808523597259,0.823808523597259
"48",0.989691322141289,0.989691322141289,0.989691322141289
"49",0.449748607761144,0.449748607761144,0.449748607761144
"50",0.534510538520772,0.534510538520772,0.534510538520772
"51",0.806229862772622,0.806229862772622,0.806229862772622
"52",0.545449579552467,0.545449579552467,0.545449579552467
"53",0.329235634975682,0.329235634975682,0.329235634975682
"54",0.282683387565945,0.282683387565945,0.282683387565945
"55",0.167231672503231,0.167231672503231,0.167231672503231
"56",0.261975770890438,0.261975770890438,0.261975770890438
"57",0.6052487167198,0.6052487167198,0.6052487167198
"58",0.565615080924184,0.565615080924184,0.565615080924184
"59",0.373588459111465,0.373588459111465,0.373588459111465
"60",0.585772944592597,0.585772944592597,0.585772944592597
"61",0.722321650642374,0.722321650642374,0.722321650642374
"62",0.516053767797842,0.516053767797842,0.516053767797842
"63",0.301105073739687,0.301105073739687,0.301105073739687
"64",0.127484347741273,0.127484347741273,0.127484347741273
"65",0.114546623970822,0.114546623970822,0.114546623970822
"66",0.154289206714695,0.154289206714695,0.154289206714695
"67",0.280638215089708,0.280638215089708,0.280638215089708
"68",0.28866787141508,0.28866787141508,0.28866787141508
"69",0.276495030940566,0.276495030940566,0.276495030940566
"70",0.4035531590474,0.4035531590474,0.4035531590474
"71",0.755196416210647,0.755196416210647,0.755196416210647
"72",0.325946854711228,0.325946854711228,0.325946854711228
"73",0.0721766154005511,0.0721766154005511,0.0721766154005511
"74",0.0841024053328393,0.0841024053328393,0.0841024053328393
"75",0.0924594091159126,0.0924594091159126,0.0924594091159126
"76",0.17561374348897,0.17561374348897,0.17561374348897
"77",0.213855089426563,0.213855089426563,0.213855089426563
"78",0.300626861297719,0.300626861297719,0.300626861297719
"79",0.298174755383042,0.298174755383042,0.298174755383042
"80",0.412756379639273,0.412756379639273,0.412756379639273
"81",1.0027026300719,1.0027026300719,1.0027026300719
"82",1.33641255082138,1.33641255082138,1.33641255082138
"83",1.20393917515714,1.20393917515714,1.20393917515714
"84",0.813518789983002,0.813518789983002,0.813518789983002
"85",0.17376127770688,0.17376127770688,0.17376127770688
"86",0.334921552243859,0.334921552243859,0.334921552243859
"87",0.168849895247109,0.168849895247109,0.168849895247109
"88",0.0576831656701067,0.0576831656701067,0.0576831656701067
"89",0.0562317528575006,0.0562317528575006,0.0562317528575006
"90",0.0251405206807565,0.0251405206807565,0.0251405206807565
"91",2.25544827541092,2.25544827541092,2.25544827541092
"92",4.19059344795205,4.19059344795205,4.19059344795205
"93",2.58692625218842,2.58692625218842,2.58692625218842
"94",0.220130781482604,0.220130781482604,0.220130781482604
"95",0.512926423397378,0.512926423397378,0.512926423397378
"96",0.57168902839578,0.57168902839578,0.57168902839578
"97",0.169285595617502,0.169285595617502,0.169285595617502
"98",0.0946532160334892,0.0946532160334892,0.0946532160334892
"99",0.0548800499140767,0.0548800499140767,0.0548800499140767
"100",1.20980365269537,1.20980365269537,1.20980365269537
"101",2.05353933273499,2.05353933273499,2.05353933273499
"102",2.80311543901646,2.80311543901646,2.80311543901646
"103",0.309777399626548,0.309777399626548,0.309777399626548
"104",0.256649935993131,0.256649935993131,0.256649935993131
"105",0.545195567347809,0.545195567347809,0.545195567347809
"106",0.310464346790805,0.310464346790805,0.310464346790805
"107",0.101206313200438,0.101206313200438,0.101206313200438
"108",0.0478934554594947,0.0478934554594947,0.0478934554594947
"109",0.559205589874867,0.559205589874867,0.559205589874867
"110",0.378155962512557,0.378155962512557,0.378155962512557
"111",0.670379815161011,0.670379815161011,0.670379815161011
"112",1.17009662794477,1.17009662794477,1.17009662794477
"113",0.668880650971111,0.668880650971111,0.668880650971111
"114",0.536158976077263,0.536158976077263,0.536158976077263
"115",0.627870439160137,0.627870439160137,0.627870439160137
"116",0.398373157087019,0.398373157087019,0.398373157087019
"117",0.196858766097751,0.196858766097751,0.196858766097751
"118",0.960923010148138,0.960923010148138,0.960923010148138
"119",0.785547126818904,0.785547126818904,0.785547126818904
"120",0.49515293192743,0.49515293192743,0.49515293192743
